Id. zařízení;Typ;Název zařízení;Obec;Ulice;Č.p.;Č.o.;M.část.;PSČ;Cizí vyučovací jazyk;Kapacita;Platnost zařízení;address
049625918;A00;Mateřská škola;Praha 1;Ostrovní;139;11;Nové Město;11000;;54;Platné;Praha, Ostrovní 139/11
102413096;L11;Školní jídelna;Praha 1;Ostrovní;139;11;Nové Město;11000;;90;Platné;Praha, Ostrovní 139/11
110350324;A00;Mateřská škola;Praha 1;Loretánská;104;19;Hradčany;11800;;16;Platné;Praha, Loretánská 104/19
048134546;B00;Základní škola;Praha 1;Loretánská;104;19;Hradčany;11800;;85;Platné;Praha, Loretánská 104/19
110036166;C00;Střední škola;Praha 1;Loretánská;104;19;Hradčany;11800;;24;Platné;Praha, Loretánská 104/19
151040796;F10;Základní umělecká škola;Praha 1;Loretánská;104;19;Hradčany;11800;;80;Platné;Praha, Loretánská 104/19
110011180;G21;Školní družina;Praha 1;Loretánská;104;19;Hradčany;11800;;24;Platné;Praha, Loretánská 104/19
150008988;G22;Školní klub;Praha 1;Loretánská;104;19;Hradčany;11800;;22;Platné;Praha, Loretánská 104/19
110011171;H21;Internát;Praha 1;Loretánská;104;19;Hradčany;11800;;44;Platné;Praha, Loretánská 104/19
110011198;K20;Speciálně pedagogické centrum;Praha 1;Loretánská;104;19;Hradčany;11800;;neuvádí se;Platné;Praha, Loretánská 104/19
102413002;L11;Školní jídelna;Praha 1;Loretánská;104;19;Hradčany;11800;;130;Platné;Praha, Loretánská 104/19
107500078;A00;Mateřská škola;Praha 1;Letenská;120;5;Malá Strana;11800;;70;Platné;Praha, Letenská 120/5
102413061;L11;Školní jídelna;Praha 1;Letenská;120;5;Malá Strana;11800;;95;Platné;Praha, Letenská 120/5
107500086;A00;Mateřská škola;Praha 1;Masná;700;11;Staré Město;11000;;100;Platné;Praha, Masná 700/11
102413070;L11;Školní jídelna;Praha 1;Masná;700;11;Staré Město;11000;;100;Platné;Praha, Masná 700/11
107500141;A00;Mateřská škola;Praha 1;Revoluční;1247;26;Nové Město;11000;;125;Platné;Praha, Revoluční 1247/26
112000240;L11;Školní jídelna;Praha 1;Revoluční;1247;26;Nové Město;11000;;125;Platné;Praha, Revoluční 1247/26
102385025;A00;Mateřská škola;Praha 1;Opletalova;925;14;Nové Město;11000;;65;Platné;Praha, Opletalova 925/14
102401900;L11;Školní jídelna;Praha 1;Opletalova;925;14;Nové Město;11000;;85;Platné;Praha, Opletalova 925/14
112000223;L13;Školní jídelna - výdejna;Praha 1;Ve Smečkách;1767;7;Nové Město;11000;;19;Platné;Praha, Ve Smečkách 1767/7
107500094;A00;Mateřská škola;Praha 1;Národní;416;37;Staré Město;11000;;214;Platné;Praha, Národní 416/37
102413088;L11;Školní jídelna;Praha 1;Národní;416;37;Staré Město;11000;;214;Platné;Praha, Národní 416/37
107500051;A00;Mateřská škola;Praha 1;Hellichova;300;13;Malá Strana;11800;;100;Platné;Praha, Hellichova 300/13
102413045;L11;Školní jídelna;Praha 1;Hellichova;300;13;Malá Strana;11800;;100;Platné;Praha, Hellichova 300/13
107500116;A00;Mateřská škola;Praha 1;Pštrossova;204;11;Nové Město;11000;;75;Platné;Praha, Pštrossova 204/11
102413100;L11;Školní jídelna;Praha 1;Pštrossova;204;11;Nové Město;11000;;75;Platné;Praha, Pštrossova 204/11
151002142;B00;Základní škola;Praha 4;Hrudičkova;2107;16;Chodov;14800;;55;Platné;Praha, Hrudičkova 2107/16
181060591;A00;Mateřská škola;Praha 4;Hrudičkova;2107;16;Chodov;14800;;75;Platné;Praha, Hrudičkova 2107/16
181060604;L13;Školní jídelna - výdejna;Praha 4;Hrudičkova;2107;16;Chodov;14800;;120;Platné;Praha, Hrudičkova 2107/16
181060612;G21;Školní družina;Praha 4;Hrudičkova;2107;16;Chodov;14800;;55;Platné;Praha, Hrudičkova 2107/16
181068559;A00;Mateřská škola;Praha 1;Na poříčí;1041;12;Nové Město;11000;;20;Platné;Praha, Na poříčí 1041/12
181068567;L13;Školní jídelna - výdejna;Praha 1;Na poříčí;1041;12;Nové Město;11000;;20;Platné;Praha, Na poříčí 1041/12
181068699;A00;Mateřská škola;Praha 1;Na Florenci;2116;15;Nové Město;11000;;50;Platné;Praha, Na Florenci 2116/15
181068702;L13;Školní jídelna - výdejna;Praha 1;Na Florenci;2116;15;Nové Město;11000;;50;Platné;Praha, Na Florenci 2116/15
181077647;A00;Mateřská škola;Praha 5;Pod chaloupkami;1309;;Zbraslav;15600;;15;Platné;Praha, Pod chaloupkami 1309
181077655;L13;Školní jídelna - výdejna;Praha 5;Pod chaloupkami;1309;;Zbraslav;15600;;15;Platné;Praha, Pod chaloupkami 1309
181077990;A00;Mateřská škola;Praha 8;Sokolovská;668;136;Karlín;18600;;50;Platné;Praha, Sokolovská 668/136
181078015;L13;Školní jídelna - výdejna;Praha 8;Sokolovská;668;136;Karlín;18600;;50;Platné;Praha, Sokolovská 668/136
181088762;A00;Mateřská škola;Praha 1;Těšnov;65;17;Nové Město;11000;;42;Platné;Praha, Těšnov 65/17
181088771;L13;Školní jídelna - výdejna;Praha 1;Těšnov;65;17;Nové Město;11000;;42;Platné;Praha, Těšnov 65/17
181131161;A15;Mateřská škola (lesní);Praha 5, k. ú. Košíře;U tenisu (bez č.p.), č. parcely 1890;;;;15000;;30;Platné;Praha, k. ú. Košíře, U tenisu (bez č.p.), č. parcely 1890
181131170;L15;Výdejna lesní mateřské školy;Praha 5, k. ú. Košíře;U tenisu (bez č.p.), č. parcely 1890;;;;15000;;30;Platné;Praha, k. ú. Košíře, U tenisu (bez č.p.), č. parcely 1890
102525757;A00;Mateřská škola;Praha 2;Ke Karlovu;455;2;Nové Město;12000;;36;Platné;Praha, Ke Karlovu 455/2
102037884;B00;Základní škola;Praha 2;Ke Karlovu;455;2;Nové Město;12000;;80;Platné;Praha, Ke Karlovu 455/2
110001737;A00;Mateřská škola;Praha 2;Ječná;530;27;Nové Město;12000;;24;Platné;Praha, Ječná 530/27
110001711;B00;Základní škola;Praha 2;Ječná;530;27;Nové Město;12000;;200;Platné;Praha, Ječná 530/27
000638226;C00;Střední škola;Praha 2;Ječná;530;27;Nové Město;12000;;50;Platné;Praha, Ječná 530/27
110001745;G21;Školní družina;Praha 2;Ječná;530;27;Nové Město;12000;;56;Platné;Praha, Ječná 530/27
110001753;H21;Internát;Praha 2;Ječná;530;27;Nové Město;12000;;56;Platné;Praha, Ječná 530/27
108025365;K20;Speciálně pedagogické centrum;Praha 2;Ječná;530;27;Nové Město;12000;;neuvádí se;Platné;Praha, Ječná 530/27
102413304;L11;Školní jídelna;Praha 2;Ječná;530;27;Nové Město;12000;;340;Platné;Praha, Ječná 530/27
102401471;A00;Mateřská škola;Praha 4;Sevřená;1707;12;Nusle;14000;;30;Platné;Praha, Sevřená 1707/12
110032691;B00;Základní škola;Praha 2;V pevnosti;13;4;Vyšehrad;12800;;95;Platné;Praha, V pevnosti 13/4
110351070;C00;Střední škola;Praha 2;V pevnosti;13;4;Vyšehrad;12800;;190;Platné;Praha, V pevnosti 13/4
161102395;G22;Školní klub;Praha 4;Na Topolce;1350;1;Nusle;14000;;40;Platné;Praha, Na Topolce 1350/1
110032721;K20;Speciálně pedagogické centrum;Praha 4;Na Topolce;1350;1;Nusle;14000;;neuvádí se;Platné;Praha, Na Topolce 1350/1
161102352;L13;Školní jídelna - výdejna;Praha 4;Sevřená;1707;12;Nusle;14000;;40;Platné;Praha, Sevřená 1707/12
107500221;A00;Mateřská škola;Praha 2;Na Děkance;130;2;Vyšehrad;12800;;196;Platné;Praha, Na Děkance 130/2
102413428;L11;Školní jídelna;Praha 2;Na Děkance;130;2;Vyšehrad;12800;;238;Platné;Praha, Na Děkance 130/2
107500272;A00;Mateřská škola;Praha 2;Římská;1255;27;Vinohrady;12000;;134;Platné;Praha, Římská 1255/27
102413479;L11;Školní jídelna;Praha 2;Římská;1255;27;Vinohrady;12000;;200;Platné;Praha, Římská 1255/27
107500281;A00;Mateřská škola;Praha 2;Slovenská;1726;27;Vinohrady;12000;;188;Platné;Praha, Slovenská 1726/27
102413487;L11;Školní jídelna;Praha 2;Slovenská;1726;27;Vinohrady;12000;;300;Platné;Praha, Slovenská 1726/27
107500388;A00;Mateřská škola;Praha 2;Viničná;440;1;Nové Město;12800;;185;Platné;Praha, Viničná 440/1
102413584;L11;Školní jídelna;Praha 2;Viničná;440;1;Nové Město;12800;;304;Platné;Praha, Viničná 440/1
161100023;L13;Školní jídelna - výdejna;Praha 2;Na Rybníčku;1428;8;Nové Město;12000;;27;Platné;Praha, Na Rybníčku 1428/8
107500396;A00;Mateřská škola;Praha 2;Španělská;1778;16;Vinohrady;12000;;102;Platné;Praha, Španělská 1778/16
112100139;L11;Školní jídelna;Praha 2;Španělská;1778;16;Vinohrady;12000;;200;Platné;Praha, Španělská 1778/16
107500183;A00;Mateřská škola;Praha 2;Kladská;2187;25;Vinohrady;12000;;141;Platné;Praha, Kladská 2187/25
102413380;L11;Školní jídelna;Praha 2;Kladská;2187;25;Vinohrady;12000;;200;Platné;Praha, Kladská 2187/25
107500302;A00;Mateřská škola;Praha 2;Šumavská;920;37;Vinohrady;12000;;104;Platné;Praha, Šumavská 920/37
102413509;L11;Školní jídelna;Praha 2;Šumavská;920;37;Vinohrady;12000;;200;Platné;Praha, Šumavská 920/37
047611928;B00;Základní škola;Praha 2;Na Smetance;505;1;Vinohrady;12000;;550;Platné;Praha, Na Smetance 505/1
112100066;G21;Školní družina;Praha 2;Na Smetance;505;1;Vinohrady;12000;;220;Platné;Praha, Na Smetance 505/1
112100171;L11;Školní jídelna;Praha 2;Na Smetance;505;1;Vinohrady;12000;;650;Platné;Praha, Na Smetance 505/1
181083337;G22;Školní klub;Praha 2;Na Smetance;505;1;Vinohrady;12000;;50;Platné;Praha, Na Smetance 505/1
107500256;A00;Mateřská škola;Praha 2;Na Smetance;505;1;Vinohrady;12000;;122;Platné;Praha, Na Smetance 505/1
161100066;L13;Školní jídelna - výdejna;Praha 2;Vozová;2507;2;Vinohrady;12000;;30;Platné;Praha, Vozová 2507/2
150004753;A00;Mateřská škola;Praha 2;Na zbořenci;264;7;Nové Město;12000;;60;Platné;Praha, Na zbořenci 264/7
102037671;B00;Základní škola;Praha 2;Resslova;308;10;Nové Město;12000;;350;Platné;Praha, Resslova 308/10
112100112;G21;Školní družina;Praha 2;Resslova;308;10;Nové Město;12000;;120;Platné;Praha, Resslova 308/10
161102131;G22;Školní klub;Praha 2;Resslova;308;10;Nové Město;12000;;50;Platné;Praha, Resslova 308/10
150004737;L11;Školní jídelna;Praha 2;Na zbořenci;264;7;Nové Město;12000;;1100;Platné;Praha, Na zbořenci 264/7
110380347;A00;Mateřská škola;Praha 2;Belgická;67;25;Vinohrady;12000;;40;Platné;Praha, Belgická 67/25
110380185;B00;Základní škola;Praha 2;Belgická;67;25;Vinohrady;12000;;190;Platné;Praha, Belgická 67/25
110380193;C00;Střední škola;Praha 2;Belgická;67;25;Vinohrady;12000;;163;Platné;Praha, Belgická 67/25
110380215;G21;Školní družina;Praha 2;Belgická;67;25;Vinohrady;12000;;80;Platné;Praha, Belgická 67/25
150029284;G22;Školní klub;Praha 2;Belgická;67;25;Vinohrady;12000;;115;Platné;Praha, Belgická 67/25
110380207;L11;Školní jídelna;Praha 2;Belgická;67;25;Vinohrady;12000;;300;Platné;Praha, Belgická 67/25
161102328;A00;Mateřská škola;Praha 2;Jana Masaryka;627;31;Vinohrady;12000;;48;Platné;Praha, Jana Masaryka 627/31
161102336;L11;Školní jídelna;Praha 2;Jana Masaryka;627;31;Vinohrady;12000;;48;Platné;Praha, Jana Masaryka 627/31
181069962;A00;Mateřská škola;Praha 2;Štulcova;69;3;Vyšehrad;12800;;25;Platné;Praha, Štulcova 69/3
181069971;L13;Školní jídelna - výdejna;Praha 2;Štulcova;69;3;Vyšehrad;12800;;25;Platné;Praha, Štulcova 69/3
181089521;A00;Mateřská škola;Praha 4;U Šumavěnky;1038;19;Modřany;14300;;15;Platné;Praha, U Šumavěnky 1038/19
181089530;L13;Školní jídelna - výdejna;Praha 4;U Šumavěnky;1038;19;Modřany;14300;;15;Platné;Praha, U Šumavěnky 1038/19
181119871;A00;Mateřská škola;Praha 2;Riegrovy sady;38;;Vinohrady;12000;;40;Platné;Praha, Riegrovy sady 38
181119897;L13;Školní jídelna - výdejna;Praha 2;Riegrovy sady;38;;Vinohrady;12000;;40;Platné;Praha, Riegrovy sady 38
181122294;A00;Mateřská škola;Praha 2;Jana Masaryka;677;45;Vinohrady;12000;;30;Platné;Praha, Jana Masaryka 677/45
181122308;L13;Školní jídelna - výdejna;Praha 2;Jana Masaryka;241;47;Vinohrady;12000;;30;Platné;Praha, Jana Masaryka 241/47
044796641;A00;Mateřská škola;Praha 3;Na vrcholu;1955;1;Žižkov;13000;;212;Platné;Praha, Na vrcholu 1955/1
102413878;L13;Školní jídelna - výdejna;Praha 3;Na vrcholu;1955;1;Žižkov;13000;;100;Platné;Praha, Na vrcholu 1955/1
181111497;L11;Školní jídelna;Praha 3;Buková;2518;26;Žižkov;13000;;250;Platné;Praha, Buková 2518/26
107500493;A00;Mateřská škola;Praha 3;Na Balkáně;2590;74;Žižkov;13000;;100;Platné;Praha, Na Balkáně 2590/74
102413851;L11;Školní jídelna;Praha 3;Na Balkáně;2590;74;Žižkov;13000;;110;Platné;Praha, Na Balkáně 2590/74
107504537;A00;Mateřská škola;Praha 3;Sudoměřská;1137;54;Žižkov;13000;;74;Platné;Praha, Sudoměřská 1137/54
102425001;L11;Školní jídelna;Praha 3;Sudoměřská;1137;54;Žižkov;13000;;74;Platné;Praha, Sudoměřská 1137/54
108000028;A00;Mateřská škola;Praha 3;Koněvova;2497;240;Žižkov;13000;;100;Platné;Praha, Koněvova 2497/240
112200010;L11;Školní jídelna;Praha 3;Koněvova;2497;240;Žižkov;13000;;120;Platné;Praha, Koněvova 2497/240
107500426;A00;Mateřská škola;Praha 3;náměstí Jiřího z Lobkovic;119;23;Vinohrady;13000;;196;Platné;Praha, náměstí Jiřího z Lobkovic 119/23
102413801;L11;Školní jídelna;Praha 3;náměstí Jiřího z Lobkovic;119;23;Vinohrady;13000;;222;Platné;Praha, náměstí Jiřího z Lobkovic 119/23
181097583;L13;Školní jídelna - výdejna;Praha 3;Zvěřinova;3416;16;Strašnice;13000;;60;Platné;Praha, Zvěřinova 3416/16
107500507;A00;Mateřská škola;Praha 3;Za žižkovskou vozovnou;1700;17;Žižkov;13000;;154;Platné;Praha, Za žižkovskou vozovnou 1700/17
102413860;L11;Školní jídelna;Praha 3;Za žižkovskou vozovnou;1700;17;Žižkov;13000;;180;Platné;Praha, Za žižkovskou vozovnou 1700/17
107500531;A00;Mateřská škola;Praha 3;Jeseniova;1680;4;Žižkov;13000;;175;Platné;Praha, Jeseniova 1680/4
102413894;L11;Školní jídelna;Praha 3;Jeseniova;1680;4;Žižkov;13000;;175;Platné;Praha, Jeseniova 1680/4
107500566;A00;Mateřská škola;Praha 3;Vozová;953;5;Žižkov;13000;;157;Platné;Praha, Vozová 953/5
102413924;L11;Školní jídelna;Praha 3;Vozová;953;5;Žižkov;13000;;180;Platné;Praha, Vozová 953/5
107500582;A00;Mateřská škola;Praha 3;Jeseniova;2686;204;Žižkov;13000;;112;Platné;Praha, Jeseniova 2686/204
102413941;L11;Školní jídelna;Praha 3;Jeseniova;2686;204;Žižkov;13000;;240;Platné;Praha, Jeseniova 2686/204
107500621;A00;Mateřská škola;Praha 3;U zásobní zahrady;2697;6;Žižkov;13000;;156;Platné;Praha, U zásobní zahrady 2697/6
102413983;L11;Školní jídelna;Praha 3;U zásobní zahrady;2697;6;Žižkov;13000;;200;Platné;Praha, U zásobní zahrady 2697/6
181049350;L13;Školní jídelna - výdejna;Praha 3;U zásobní zahrady;2873;6;Žižkov;13000;;60;Platné;Praha, U zásobní zahrady 2873/6
107500469;A00;Mateřská škola;Praha 3;Libická;2271;4;Vinohrady;13000;;170;Platné;Praha, Libická 2271/4
102413843;L11;Školní jídelna;Praha 3;Libická;2271;4;Vinohrady;13000;;200;Platné;Praha, Libická 2271/4
048134791;A00;Mateřská škola;Praha 3;Sauerova;1836;2;Žižkov;13000;;68;Platné;Praha, Sauerova 1836/2
102413771;L13;Školní jídelna - výdejna;Praha 3;Sauerova;1836;2;Žižkov;13000;;68;Platné;Praha, Sauerova 1836/2
161102930;A00;Mateřská škola;Praha 3;náměstí Jiřího z Lobkovic;121;22;Vinohrady;13000;;150;Platné;Praha, náměstí Jiřího z Lobkovic 121/22
045241155;B00;Základní škola;Praha 3;náměstí Jiřího z Lobkovic;121;22;Vinohrady;13000;;725;Platné;Praha, náměstí Jiřího z Lobkovic 121/22
112200028;G21;Školní družina;Praha 3;náměstí Jiřího z Lobkovic;121;22;Vinohrady;13000;;350;Platné;Praha, náměstí Jiřího z Lobkovic 121/22
102413681;L11;Školní jídelna;Praha 3;náměstí Jiřího z Lobkovic;121;22;Vinohrady;13000;;1050;Platné;Praha, náměstí Jiřího z Lobkovic 121/22
161102956;A00;Mateřská škola;Praha 3;Žerotínova;1100;36;Žižkov;13000;;119;Platné;Praha, Žerotínova 1100/36
102073368;B00;Základní škola;Praha 3;Chelčického;2614;43;Žižkov;13000;;1050;Platné;Praha, Chelčického 2614/43
112200087;G21;Školní družina;Praha 3;Chelčického;2614;43;Žižkov;13000;;390;Platné;Praha, Chelčického 2614/43
102413690;L11;Školní jídelna;Praha 3;Chelčického;2614;43;Žižkov;13000;;1170;Platné;Praha, Chelčického 2614/43
181058642;G22;Školní klub;Praha 3;Chelčického;2614;43;Žižkov;13000;;75;Platné;Praha, Chelčického 2614/43
102073261;B00;Základní škola;Praha 3;V zahrádkách;1966;48;Žižkov;13000;;320;Platné;Praha, V zahrádkách 1966/48
112200141;G21;Školní družina;Praha 3;V zahrádkách;1966;48;Žižkov;13000;;210;Platné;Praha, V zahrádkách 1966/48
102413631;L11;Školní jídelna;Praha 3;V zahrádkách;1966;48;Žižkov;13000;;432;Platné;Praha, V zahrádkách 1966/48
181068397;A00;Mateřská škola;Praha 3;V Zahrádkách 48;1966;;;13000;;112;Platné;Praha, V Zahrádkách 48 1966
181068401;L13;Školní jídelna - výdejna;Praha 3;V Zahrádkách 48;1966;;;13000;;120;Platné;Praha, V Zahrádkách 48 1966
107500574;A00;Mateřská škola;Praha 3;Přibyslavská;800;1;Žižkov;13000;;131;Platné;Praha, Přibyslavská 800/1
102073414;B00;Základní škola;Praha 3;Vlkova;800;31;Žižkov;13000;;400;Platné;Praha, Vlkova 800/31
112200133;G21;Školní družina;Praha 3;Vlkova;800;31;Žižkov;13000;;125;Platné;Praha, Vlkova 800/31
102413746;L11;Školní jídelna;Praha 3;Vlkova;800;31;Žižkov;13000;;520;Platné;Praha, Vlkova 800/31
181040867;A00;Mateřská škola;Praha 3;U zásobní zahrady;2697;6;Žižkov;13000;;45;Platné;Praha, U zásobní zahrady 2697/6
181040883;L13;Školní jídelna - výdejna;Praha 3;U zásobní zahrady;2697;6;Žižkov;13000;;45;Platné;Praha, U zásobní zahrady 2697/6
181052393;A00;Mateřská škola;Praha 3;Na vrcholu;1955;1;Žižkov;13000;;38;Platné;Praha, Na vrcholu 1955/1
181070677;L13;Školní jídelna - výdejna;Roztoky;V úvoze;1730;;Roztoky;13000;;38;Platné;Roztoky, V úvoze 1730
181052792;A00;Mateřská škola;Praha 3;Lucemburská;1670;43;Žižkov;13000;;15;Platné;Praha, Lucemburská 1670/43
181052806;L13;Školní jídelna - výdejna;Praha 3;Lucemburská;1670;43;Žižkov;13000;;15;Platné;Praha, Lucemburská 1670/43
181069776;A00;Mateřská škola;Praha 3;Slezská;1454;117;Vinohrady;13000;;53;Platné;Praha, Slezská 1454/117
181069792;L13;Školní jídelna - výdejna;Praha 3;Slezská;1454;117;Vinohrady;13000;;53;Platné;Praha, Slezská 1454/117
107500884;A00;Mateřská škola;Praha 4;Ke Kamýku;686;2;Kamýk;14200;;70;Platné;Praha, Ke Kamýku 686/2
161102263;L13;Školní jídelna - výdejna;Praha 4;Ke Kamýku;686;2;Kamýk;14200;;70;Platné;Praha, Ke Kamýku 686/2
110034384;A00;Mateřská škola;Praha 4;Smolkova;567;2;Kamýk;14200;;6;Platné;Praha, Smolkova 567/2
110380169;B00;Základní škola;Praha 4;Smolkova;567;2;Kamýk;14200;;18;Platné;Praha, Smolkova 567/2
107501716;A00;Mateřská škola;Praha 4;Kaplická;841;14;Podolí;14000;;112;Platné;Praha, Kaplická 841/14
102101337;B00;Základní škola;Praha 4;K Sídlišti;840;2;Podolí;14000;;410;Platné;Praha, K Sídlišti 840/2
048134023;C00;Střední škola;Praha 4;K Sídlišti;840;2;Podolí;14000;;295;Platné;Praha, K Sídlišti 840/2
112300626;G21;Školní družina;Praha 4;K sídlišti;840;2;Podolí;14000;;160;Platné;Praha, K sídlišti 840/2
102425302;L11;Školní jídelna;Praha 4;K sídlišti;840;2;Podolí;14000;;740;Platné;Praha, K sídlišti 840/2
108029247;A00;Mateřská škola;Praha 4;V Zápolí;1250;21;Michle;14100;;24;Platné;Praha, V Zápolí 1250/21
110007646;B00;Základní škola;Praha 4;V Zápolí;1250;21;Michle;14100;;141;Platné;Praha, V Zápolí 1250/21
110007638;H21;Internát;Praha 4;V Zápolí;1250;21;Michle;14100;;13;Platné;Praha, V Zápolí 1250/21
108029301;L11;Školní jídelna;Praha 4;V Zápolí;1250;21;Michle;14100;;115;Platné;Praha, V Zápolí 1250/21
181055465;G21;Školní družina;Praha 4;V Zápolí;1250;21;Michle;14100;;141;Platné;Praha, V Zápolí 1250/21
110380151;L13;Školní jídelna - výdejna;Praha 10;Saratovská;3392;8;Strašnice;10000;;25;Platné;Praha, Saratovská 3392/8
102113432;A00;Mateřská škola;Praha 4;Na lysinách;41;6;Hodkovičky;14700;;40;Platné;Praha, Na lysinách 41/6
102425621;L11;Školní jídelna;Praha 4;Na lysinách;41;6;Hodkovičky;14700;;52;Platné;Praha, Na lysinách 41/6
000638625;C00;Střední škola;Praha 4;Vídeňská;756;28;Krč;14200;;301;Platné;Praha, Vídeňská 756/28
110032373;H21;Internát;Praha 4;Vídeňská;756;28;Krč;14200;;53;Platné;Praha, Vídeňská 756/28
102425795;L11;Školní jídelna;Praha 4;Vídeňská;756;28;Krč;14200;;270;Platné;Praha, Vídeňská 756/28
107501058;A00;Mateřská škola;Praha 4;Horáčkova;1095;1;Krč;14000;;38;Platné;Praha, Horáčkova 1095/1
112300057;K20;Speciálně pedagogické centrum;Praha 4;Vrbova;1233;34;Braník;14700;;neuvádí se;Platné;Praha, Vrbova 1233/34
048135542;A00;Mateřská škola;Praha 4;Čechtická;758;6;Kamýk;14200;;168;Platné;Praha, Čechtická 758/6
102437378;L11;Školní jídelna;Praha 4;Čechtická;758;6;Kamýk;14200;;168;Platné;Praha, Čechtická 758/6
047611588;A00;Mateřská škola;Praha 4;Anny Drabíkové;536;2;Háje;14900;;224;Platné;Praha, Anny Drabíkové 536/2
102437050;L11;Školní jídelna;Praha 4;Anny Drabíkové;536;2;Háje;14900;;240;Platné;Praha, Anny Drabíkové 536/2
047611669;A00;Mateřská škola;Praha 4;Boleslavova;1675;1;Nusle;14000;;295;Platné;Praha, Boleslavova 1675/1
161000088;L13;Školní jídelna - výdejna;Praha 4;Boleslavova;1675;1;Nusle;14000;;159;Platné;Praha, Boleslavova 1675/1
102437645;L11;Školní jídelna;Praha 4;Táborská;122;19;Nusle;14000;;255;Platné;Praha, Táborská 122/19
107501163;A00;Mateřská škola;Praha 4;Na Větrově;1022;22;Lhotka;14200;;112;Platné;Praha, Na Větrově 1022/22
102437360;L11;Školní jídelna;Praha 4;Na Větrově;1022;22;Lhotka;14200;;119;Platné;Praha, Na Větrově 1022/22
107500892;A00;Mateřská škola;Praha 4;Hroncova;1882;1;Chodov;14800;;196;Platné;Praha, Hroncova 1882/1
102437122;L11;Školní jídelna;Praha 4;Hroncova;1882;1;Chodov;14800;;210;Platné;Praha, Hroncova 1882/1
107501040;A00;Mateřská škola;Praha 4;Fillova;1084;11;Krč;14000;;120;Platné;Praha, Fillova 1084/11
102437254;L11;Školní jídelna;Praha 4;Fillova;1084;11;Krč;14000;;120;Platné;Praha, Fillova 1084/11
047611570;A00;Mateřská škola;Praha 4;Jažlovická;2119;1;Chodov;14900;;112;Platné;Praha, Jažlovická 2119/1
102425884;L11;Školní jídelna;Praha 4;Jažlovická;2119;1;Chodov;14900;;120;Platné;Praha, Jažlovická 2119/1
107500655;A00;Mateřská škola;Praha 4;Jílovská;1175;75;Braník;14200;;168;Platné;Praha, Jílovská 1175/75
102425914;L11;Školní jídelna;Praha 4;Jílovská;1175;75;Braník;14200;;168;Platné;Praha, Jílovská 1175/75
107500744;A00;Mateřská škola;Praha 4;Jitřní;424;2;Hodkovičky;14700;;120;Platné;Praha, Jitřní 424/2
102425990;L11;Školní jídelna;Praha 4;Jitřní;424;2;Hodkovičky;14700;;120;Platné;Praha, Jitřní 424/2
107500809;A00;Mateřská škola;Praha 4;Janouchova;671;2;Háje;14900;;386;Platné;Praha, Janouchova 671/2
102437041;L11;Školní jídelna;Praha 4;Janouchova;671;2;Háje;14900;;336;Platné;Praha, Janouchova 671/2
107501431;A00;Mateřská škola;Praha 4;K podjezdu;1077;2;Michle;14000;;120;Platné;Praha, K podjezdu 1077/2
102437602;L11;Školní jídelna;Praha 4;K podjezdu;1077;2;Michle;14000;;120;Platné;Praha, K podjezdu 1077/2
107501503;A00;Mateřská škola;Praha 4;Ke kašně;334;14;Písnice;14200;;56;Platné;Praha, Ke kašně 334/14
102437661;L11;Školní jídelna;Praha 4;Ke kašně;334;14;Písnice;14200;;60;Platné;Praha, Ke kašně 334/14
107501589;A00;Mateřská škola;Praha 4;Jihozápadní IV;1760;4;Záběhlice;14100;;172;Platné;Praha, Jihozápadní IV 1760/4
102437718;L11;Školní jídelna;Praha 4;Jihozápadní IV;1760;4;Záběhlice;14100;;172;Platné;Praha, Jihozápadní IV 1760/4
107504545;A00;Mateřská škola;Praha 4;Imrychova;937;15;Kamýk;14300;;112;Platné;Praha, Imrychova 937/15
102437840;L11;Školní jídelna;Praha 4;Imrychova;937;15;Kamýk;14300;;112;Platné;Praha, Imrychova 937/15
102401551;A00;Mateřská škola;Praha 4;Mezi domy;373;10;Písnice;14200;;182;Platné;Praha, Mezi domy 373/10
102425876;L11;Školní jídelna;Praha 4;Mezi domy;373;10;Písnice;14200;;200;Platné;Praha, Mezi domy 373/10
181061490;L13;Školní jídelna - výdejna;Praha 4;Na okruhu;395;1;Písnice;14200;;76;Platné;Praha, Na okruhu 395/1
107500973;A00;Mateřská škola;Praha 4;Markušova;1556;16;Chodov;14900;;240;Platné;Praha, Markušova 1556/16
102437203;L11;Školní jídelna;Praha 4;Markušova;1556;16;Chodov;14900;;240;Platné;Praha, Markušova 1556/16
107501091;A00;Mateřská škola;Praha 4;Halasova;1069;4;Krč;14000;;112;Platné;Praha, Halasova 1069/4
102437301;L11;Školní jídelna;Praha 4;Halasova;1069;4;Krč;14000;;150;Platné;Praha, Halasova 1069/4
107501147;A00;Mateřská škola;Praha 4;Liškova;636;10;Kamýk;14200;;84;Platné;Praha, Liškova 636/10
102437343;L11;Školní jídelna;Praha 4;Liškova;636;10;Kamýk;14200;;84;Platné;Praha, Liškova 636/10
107501155;A00;Mateřská škola;Praha 4;Lojovická;557;12;Libuš;14200;;84;Platné;Praha, Lojovická 557/12
102437351;L11;Školní jídelna;Praha 4;Lojovická;557;12;Libuš;14200;;90;Platné;Praha, Lojovická 557/12
107501333;A00;Mateřská škola;Praha 4;Krouzova;3036;10;Modřany;14300;;112;Platné;Praha, Krouzova 3036/10
